,nom,siren,nature
1328,SIRTOM de la région de Chagny,257102541,SMF
1329,SIRTOM de la vallée de la Grosne,257102830,SMF
1330,SM d'études et de traitement des déchets,257103341,SMF
1331,SM d'élimination et de valorisation des déchets et ordures ménagères (SMEVOM) du Charollais-Brionnais et Autunois,257103846,SMF
1332,PETR du Pays Charolais Brionnais,200050276,PETR
1333,PETR Mâconnais Sud Bourgogne,200076214,PETR
1334,CU Le Mans Métropole,247200132,CU
1335,CC Loué - Brûlon - Noyen,200040475,CC
1336,CC Maine Coeur de Sarthe,200068963,CC
1337,CC Loir-Lucé-Bercé,200070373,CC
1338,CC Maine Saosnois,200072676,CC
1339,CC Le Gesnois Bilurien,200072684,CC
1340,CC des Vallées de la Braye et de l'Anille,200072692,CC
1341,CC Haute Sarthe Alpes Mancelles,200072700,CC
1342,CC de la Champagne Conlinoise et du Pays de Sillé,200072718,CC
1343,CC Sud Sarthe,200073112,CC
1344,CC de Sablé-sur-Sarthe,247200090,CC
1345,CC du Pays Fléchois,247200348,CC
1346,CC du Sud Est du Pays Manceau,247200421,CC
1347,CC Orée de Bercé - Belinois,247200447,CC
1348,CC du Val de Sarthe,247200629,CC
1349,CC du Pays de l'Huisne Sarthoise,247200686,CC
1350,SM du Val de Loir pour collectes et traitement des déchets,257200147,SMF
1351,SMIRGEOM du Nord Ouest de la Sarthe,257201251,SMF
1352,Syndicat mixte de valorisation des ordures ménagères - Loir et Sarthe (SYVALORM Loir et Sarthe),257201376,SMF
1353,SM du Pays vallée de la Sarthe,200001873,SMO
1354,SM d'étude pour l'élimination des déchets du secteur Sud de la Sarthe,257201988,SMO
1355,SM du Pays de la Haute Sarthe,257202358,SMO
1356,PETR Pays vallée du Loir,200076396,PETR
1357,CA Grand Lac,200068674,CA
1358,CA Arlysère,200068997,CA
1359,CA du Grand Chambéry,200069110,CA
1360,CC Coeur de Tarentaise,200023299,CC
1361,CC Val Vanoise,200040798,CC
1362,CC Coeur de Savoie,200041010,CC
1363,CC Haute Maurienne Vanoise,200070340,CC
1364,CC Coeur de Maurienne Arvan,200070464,CC
1365,CC des Vallées d'Aigueblanche,247300015,CC
1366,CC de Haute-Tarentaise,247300254,CC
1367,CC de Yenne,247300262,CC
1368,CC du Canton de La Chambre,247300361,CC
1369,CC Maurienne Galibier,247300452,CC
1370,CC Val Guiers,247300528,CC
1371,CC du Lac d'Aiguebelette (CCLA),247300668,CC
1372,CC Porte de Maurienne,247300676,CC
1373,CC Les Versants d'Aime,247300817,CC
1374,SM Savoie déchets,200023364,SMF
1375,SIRTOM Maurienne,257301457,SMF
1376,CA Annemasse-Les Voirons-Agglomération,200011773,CA
1377,CA du Grand Annecy,200066793,CA
1378,CA Thonon Agglomération,200067551,CA
1379,CC Faucigny-Glières,200000172,CC
1380,CC de la Vallée de Chamonix-Mont-Blanc,200023372,CC
1381,CC Cluses-Arve et Montagnes,200033116,CC
1382,CC des Montagnes du Giffre,200034098,CC
1383,CC Pays du Mont-Blanc,200034882,CC
1384,CC Usses et Rhône,200070852,CC
1385,CC Pays d'Evian Vallée d'Abondance,200071967,CC
1386,CC de la Vallée Verte,247400047,CC
1387,CC du Pays de Cruseilles,247400112,CC
1388,CC Fier et Usses,247400567,CC
1389,CC Arve et Salève,247400583,CC
1390,CC des Vallées de Thônes,247400617,CC
1391,CC des Quatre Rivières,247400666,CC
1392,CC du Haut-Chablais,247400682,CC
1393,CC du Genevois,247400690,CC
1394,CC du Pays Rochois,247400724,CC
1395,CC Rumilly Terre de Savoie,247400740,CC
1396,CC des sources du lac d'Annecy,247400773,CC
1397,SIVOM de la région de Cluses,247400799,SMF
1398,SI du traitement des ordures ménagères des vallées du Mont-Blanc,257400663,SMF
1399,Syndicat de traitement des ordures du Chablais,257401463,SMF
1400,Métropole du Grand Paris,200054781,METRO
1401,SM central de traitement des ordures ménagères (SYCTOM),257500074,SMF
1402,Métropole Rouen Normandie,200023414,METRO
1403,Le Havre Seine Métropole,200084952,CU
1404,CA Caux Seine Agglo,200010700,CA
1405,CA Fécamp Caux Littoral Agglomération,200069821,CA
1406,CA de la Région Dieppoise,247600786,CA
1407,CC Terroir de Caux,200068534,CC
1408,CC interrégionale Aumale - Blangy-sur-Bresle,200069722,CC
1409,CC des 4 rivières,200069730,CC
1410,CC de la Côte d'Albâtre,200069839,CC
1411,CC Plateau de Caux-Doudeville-Yerville,200069847,CC
1412,CC Communauté Bray-Eawy,200070068,CC
1413,CC inter-Caux-Vexin,200070449,CC
1414,CC Campagne-de-Caux,247600505,CC
1415,CC des Villes Soeurs,247600588,CC
1416,CC de Londinières,247600604,CC
1417,CC Yvetot Normandie,247600620,CC
1418,CC Caux - Austreberthe,247600646,CC
1419,CC Falaises du Talou,247600729,CC
1420,Syndicat des ordures ménagères des vallées de l'Austreberthe et Seine (SOMVAS),200074359,SMF
1421,Syndicat départemental d'énergie de Seine-Maritime,257600445,SMF
1422,SM d'élimination des déchets de l'arrondissement de Rouen (SMEDAR),257604371,SMF
1423,Syndicat d'élimination et de valorisation énergétique des déchets de l'estuaire (SEVEDE),257604405,SMF
1424,SM de traitement et de valorisation des déchets du Pays de Caux (SMITVAD),257604710,SMF
1425,PETR interrégional Bresle Yères,200049427,PETR
1426,PETR du Pays de Bray,200049591,PETR
1427,PETR Pays plateau de Caux-Maritime,200049609,PETR
1428,Pays Dieppois - Terroir de Caux,200049617,PETR
1429,CA Paris - Vallée de la Marne,200057958,CA
1430,CA du Pays de Meaux,200072130,CA
1431,CA du Pays de Fontainebleau,200072346,CA
1432,CA Coulommiers Pays de Brie,200090504,CA
1433,CA Melun Val de Seine,247700057,CA
1434,CA Val d'Europe Agglomération,247700339,CA
1435,CA Marne et Gondoire,247700594,CA
1436,CC Les Portes Briardes Entre Villes et Forêts,200023125,CC
1437,CC Pays de Nemours,200023240,CC
1438,CC Gâtinais Val de Loing,200023919,CC
1439,CC Plaines et Monts de France,200033090,CC
1440,CC du Provinois,200037133,CC
1441,CC Bassée-Montois,200040251,CC
1442,CC Brie des Rivières et Châteaux,200070779,CC
1443,CC des Deux Morin,200072544,CC
1444,CC Val Briard,200072874,CC
1445,CC Moret Seine et Loing,247700032,CC
1446,CC du Pays de l'Ourcq,247700065,CC
1447,CC Pays de Montereau,247700107,CC
1448,CC l'Orée de la Brie,247700644,CC
1449,CC Brie Nangissienne,247700701,CC
1450,SMF enlèvement et traitement des résidus ménagers de la région de Lagny-sur-Marne,257701631,SMF
1451,COVALTRI 77,257701656,SMF
1452,SMF collecte et traitement des ordures ménagères de la région de Fontainebleau,257701698,SMF
1453,Syndicat de la région de Montereau-Fault-Yonne pour le traitement des ordures ménagères (SIRMOTOM),257701748,SMF
1454,SM pour l'enlèvement et le traitement des ordures ménagères de la vallée du Loing,257703389,SMF
1455,SMF enlèvement et traitement des ordures ménagères de la région de Tournan-en-Brie,257703546,SMF
1456,SM de traitement des ordures ménagères et assimilées du centre Ouest seine et marnais (SMITOMCO),257705277,SMF
1457,SMF Est Seine-et-Marne pour le traitement des ordures ménagères (SMETOM-GEEODE),257705293,SMF
1458,Syndicat de traitement des déchets ménagers (SYTRADEM du Sud Est Seine-et-Marne),257705574,SMF
1459,SMO traitement des ordures ménagères du Nord Seine et Marne,257704916,SMO
1460,CU Grand Paris Seine et Oise,200059889,CU
1461,CA Saint Germain Boucles de Seine,200058519,CA
1462,CA de Saint Quentin en Yvelines,200058782,CA
1463,CA Rambouillet Territoires,200073344,CA
1464,CA Versailles Grand Parc (CAVGP),247800584,CA
1465,CC de la Haute Vallée de Chevreuse,200033173,CC
1466,CC Gally Mauldre,200034130,CC
1467,CC Les Portes de l'Ile de France,200071074,CC
1468,CC du Pays Houdanais (CCPH),247800550,CC
1469,CC Coeur d'Yvelines,247800618,CC
1470,VALOSEINE,200062461,SMF
1471,SI d'évacuation et d'élimination des déchets de l'Ouest Yvelines (SIEED),257800300,SMF
1472,SI pour la destruction des ordures ménagères et la production d'énergie (SIDOMPE),257800375,SMF
1473,SI pour le traitement des résidus urbains de la Boucle de la Seine,257800656,SMF
1474,SI de collecte et de traitement des ordures ménagères de la région de Rambouillet (SICTOM),257801290,SMF
1475,CA du Bocage Bressuirais,200040244,CA
1476,CA du Niortais,200041317,CA
1477,CC de Parthenay-Gâtine,200041333,CC
1478,CC Airvaudais-Val du Thouet,200041416,CC
1479,CC Haut Val de Sèvre,200041994,CC
1480,CC Val de Gâtine,200069748,CC
1481,CC Mellois en Poitou,200069755,CC
1482,CC du Thouarsais,247900798,CC
1483,SI d'énergie des Deux-Sèvres (SIEDS),200091049,SMF
1484,SM à la carte du Haut Val de Sèvre et Sud Gâtine,257902353,SMF
1485,SM de traitement et d'élimination des déchets des Deux-Sèvres (SMITED),257902296,SMO
1486,PETR du Pays de Gâtine,200072189,PETR
1487,CA de la Baie de Somme,200070993,CA
1488,CA Amiens Métropole,248000531,CA
1489,CC de la Haute Somme (Combles - Péronne - Roisel),200037059,CC
1490,CC Terre de Picardie,200070928,CC
1491,CC Ponthieu-Marquenterre,200070936,CC
1492,CC du Vimeu,200070944,CC
1493,CC du Territoire Nord Picardie,200070951,CC
1494,CC Avre Luce Noye,200070969,CC
1495,CC du Grand Roye,200070977,CC
1496,CC de l'Est de la Somme,200070985,CC
1497,CC Somme Sud-Ouest,200071181,CC
1498,CC Nièvre et Somme,200071223,CC
1499,CC du Val de Somme,248000499,CC
1500,CC du Pays du Coquelicot,248000747,CC
1501,SIVOM d'Ault,248000051,SIVOM
1502,SIVOM de Gamaches,248000143,SIVOM
1503,SMIRTOM du plateau picard Nord,200044378,SMF
1504,TRINOVAL,258002344,SMF
1505,SMITOM du Santerre,258004571,SMF
1506,Pôle Métropolitain du Grand Amiénois,200082063,POLEM
1507,PETR Coeur des Hauts-de-France,200078244,PETR
1508,CA Gaillac-Graulhet,200066124,CA
1509,CA de Castres Mazamet,248100430,CA
1510,CA de l'Albigeois (C2A),248100737,CA
1511,CC Tarn-Agout,200034023,CC
1512,CC des Monts d'Alban et du Villefranchois,200034031,CC
1513,CC Centre Tarn,200034049,CC
1514,CC du Lautrécois et du Pays d'Agout,200034056,CC
1515,CC du Cordais et du Causse (4 C),200034064,CC
1516,CC Carmausin-Ségala,200040905,CC
1517,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,200066553,CC
1518,CC Sidobre Vals et Plateaux,200066561,CC
1519,CC du Sor et de l'Agout,248100158,CC
1520,CC Val 81,248100497,CC
1521,CC Thoré Montagne Noire,248100745,CC
1522,SICTOM secteur Valence Valderiès,200073807,SMF
1523,SM pour la collecte et le traitement des ordures ménagères de la région de Lavaur,200075711,SMF
1524,Pôle territorial de l'Albigeois et des Bastides,200049161,PETR
1525,PETR des Hautes Terres d'Oc,200052660,PETR
1526,PETR du Pays de Cocagne,200053544,PETR
1527,CA Grand Montauban,248200099,CA
1528,CC du Pays de Serres en Quercy,200040418,CC
1529,CC Terres des Confluences,200066322,CC
1530,CC Grand Sud Tarn et Garonne,200066652,CC
1531,CC Quercy Vert-Aveyron,200066884,CC
1532,CC Coteaux et Plaines du Pays Lafrançaisain,200067122,CC
1533,CC des Deux Rives,248200016,CC
1534,CC du Quercy Caussadais,248200057,CC
1535,CC de la Lomagne Tarn-et-Garonnaise,248200065,CC
1536,CC du Quercy Rouergue et des Gorges de l'Aveyron,248200107,CC
1537,SM enlèvement et élimination des ordures ménagères groupement moyenne Garonne,258200658,SMF
1538,SM d'enlèvement et d'élimination des ordures ménagères du Sud-Quercy,258200856,SMF
1539,SM du traitement des ordures menagères et autres déchets (SIRTOMAD),258201029,SMF
1540,Syndicat départemental des déchets ,258201367,SMO
1541,PETR Pays Midi-Quercy,200049690,PETR
1542,PETR Garonne-Quercy-Gascogne,200060523,PETR
1543,Métropole Toulon-Provence-Méditerranée,248300543,METRO
1544,Estérel Côte d'Azur Agglomération,200035319,CA
1545,CA de la Provence Verte,200068104,CA
1546,CA Sud Sainte Baume,248300394,CA
1547,Dracénie Provence Verdon Agglomération,248300493,CA
1548,CC du Pays de Fayence,200004802,CC
1549,CC Méditerranée Porte des Maures,200027100,CC
1550,CC du Golfe de Saint-Tropez,200036077,CC
1551,CC Provence Verdon,200040202,CC
1552,CC Lacs et Gorges du Verdon,200040210,CC
1553,CC de la Vallée du Gapeau,248300410,CC
1554,CC Coeur du Var,248300550,CC
1555,SM du Haut Var,200046852,SMF
1556,SM de la zone du Verdon,248300089,SMF
1557,SM du développement durable de l'Est Var pour le traitement et la valorisation des déchets ménagers,258300581,SMF
1558,SM de transport et de traitement des ordures ménagères de l'aire toulonnaise (SITTOMAT),258300953,SMF
1559,Syndicat de valorisation et d'élimination des déchets nouvelle génération (SIVED NG),258302637,SMF
1560,CA Luberon Monts de Vaucluse,200040442,CA
1561,CA Ventoux-Comtat-Venaissin (COVE),248400053,CA
1562,CA du Grand Avignon (COGA),248400251,CA
1563,CC Rhône Lez Provence,200000628,CC
1564,CC Ventoux Sud,200035723,CC
1565,CC Pays d'Apt-Luberon,200040624,CC
1566,CC Enclave des Papes-Pays de Grignan,200040681,CC
1567,CC Aygues-Ouvèze en Provence (CCAOP),248400160,CC
1568,CC du Pays Réuni d'Orange,248400236,CC
1569,CC Territoriale Sud-Luberon,248400285,CC
1570,CC des Sorgues du Comtat,248400293,CC
1571,CC du Pays des Sorgues et des Monts de Vaucluse,248400319,CC
1572,CC Vaison Ventoux,248400335,CC
1573,SM pour la valorisation des déchets du pays d'Avignon (SIDOMRA),258400134,SMF
1574,"SM intercommunautaire pour l'étude, la construction et l'exploitation d'unités de traitement des ordures ménagères de la région de Cavaillon (SIECEUTOM)",258400472,SMF
1575,SM ramassage et traitement ordures ménagères de la région d'Apt (SIRTOM d'Apt),258402510,SMF
1576,SM chargé du SCOT de la région de Cavaillon,258403013,SMF
1577,CA Les Sables d'Olonne Agglomération,200071165,CA
1578,CA La Roche sur Yon - Agglomération,248500589,CA
1579,CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC
1580,"CC Terres de Montaigu, CC Montaigu-Rocheservière",200070233,CC
1581,CC Challans-Gois Communauté,200071629,CC
1582,CC Vendée Grand Littoral,200071900,CC
1583,CC du Pays de Saint-Fulgent - Les Essarts,200071918,CC
1584,CC du Pays de Fontenay-Vendée,200071934,CC
1585,CC de Vie et Boulogne,200072882,CC
1586,CC Sud Vendée Littoral,200073260,CC
1587,CC de l'Ile de Noirmoutier,248500191,CC
1588,CC Océan Marais de Monts,248500258,CC
1589,CC Pays de Chantonnay,248500340,CC
1590,CC du Pays de la Châtaigneraie,248500415,CC
1591,CC du Pays de Pouzauges,248500464,CC
1592,CC du Pays des Achards,248500530,CC
1593,"CC Vendée, Sèvre, Autise",248500563,CC
1594,CC du Pays des Herbiers,248500621,CC
1595,CC du Pays de Mortagne,248500662,CC
1596,SYCODEM Sud Vendée,258500446,SMF
1597,Syndicat de collecte des ordures ménagères (SCOM) de l'Est Vendéen,258500651,SMF
1598,SM départemental d'études et de traitement des déchets ménagers et assimilés de Vendée (TRIVALIS),258502962,SMF
1599,CU du Grand Poitiers,200069854,CU
1600,CA Grand Châtellerault,248600413,CA
1601,CC des Vallées du Clain,200043628,CC
1602,CC du Haut-Poitou,200069763,CC
1603,CC du Civraisien en Poitou,200070035,CC
1604,CC Vienne et Gartempe,200070043,CC
1605,CC du Pays Loudunais,248600447,CC
1606,Syndicat interdépartemental mixte pour l'équipement rural,258600493,SMO
1607,CU Limoges Métropole,248719312,CU
1608,CC Briance Sud Haute Vienne,200040814,CC
1609,CC Porte Océane du Limousin,200059400,CC
1610,CC Elan Limousin Avenir Nature,200066512,CC
1611,CC Ouest Limousin,200066520,CC
1612,CC Pays de Nexon Monts de Chalus,200070506,CC
1613,CC Haut Limousin en Marche,200071942,CC
1614,CC du Pays de Saint Yrieix,248700189,CC
1615,CC Gartempe - Saint Pardoux,248719262,CC
1616,CC du Val de Vienne,248719288,CC
1617,CC Briance-Combade,248719338,CC
1618,CC des Portes de Vassivière,248719353,CC
1619,CC de Noblat,248719361,CC
1620,SI de collecte et de traitement des ordures ménagères de Sud Haute-Vienne,258718741,SMF
1621,SM départemental pour l'élimination des déchets ménagers et assimilés,258700251,SMO
1622,PETR du Pays Monts et Barrages,200049278,PETR
1623,CA d'Epinal,200068757,CA
1624,CA de Saint-Dié-des-Vosges,200071066,CA
1625,CC de la Région de Rambervillers,200005957,CC
1626,CC des Ballons des Hautes-Vosges,200033868,CC
1627,CC Bruyères-Vallons des Vosges,200042000,CC
1628,CC de Mirecourt Dompaire,200068369,CC
1629,CC de la Porte des Vosges Méridionales,200068377,CC
1630,CC de l'Ouest Vosgien,200068559,CC
1631,CC Terre d'Eau,200068682,CC
1632,CC des Vosges côté Sud Ouest,200068773,CC
1633,CC des Hautes Vosges,200071157,CC
1634,SIVOM de Grand,248800088,SIVOM
1635,SI de la vallée de la Roche-Harchéchamp,248800245,SIVOM
1636,SM de collecte et de traitement des déchets ménagers et assimilés de la région de Lerrain,200071280,SMF
1637,SM de collecte et de valorisation des déchets ménagers de la région d'Epinal,258801422,SMF
1638,ÉVODIA,258802560,SMF
1639,SM du Pays d'Epinal - Coeur des Vosges,200048726,PETR
1640,SM du Pays de la Déodatie,200049658,PETR
1641,PETR de la Plaine des Vosges,200051175,PETR
1642,PETR Pays de Remiremont et de ses vallées,200051738,PETR
1643,CA de l'Auxerrois,200067114,CA
1644,CA du Grand Sénonais,248900334,CA
1645,CC Le Tonnerrois en Bourgogne,200039642,CC
1646,CC du Serein,200039709,CC
1647,"CC Avallon, Vézelay, Morvan",200039758,CC
1648,CC Chablis Villages et Terroirs,200067080,CC
1649,CC de Puisaye-Forterre,200067130,CC
1650,CC Serein et Armance,200067304,CC
1651,CC de l'Agglomération Migennoise,248900383,CC
1652,CC de l'Aillantais en Bourgogne,248900524,CC
1653,CC de la Vanne et du Pays d'Othe,248900664,CC
1654,CC du Gâtinais en Bourgogne,248900748,CC
1655,CC Yonne Nord,248900896,CC
1656,CC du Jovinien,248900938,CC
1657,PETR du Nord de l'Yonne,200049286,PETR
1658,PETR du Grand Auxerrois,200050904,PETR
1659,PETR du Pays Avallonnais,200073278,PETR
1660,CA Grand Belfort,200069052,CA
1661,CC des Vosges du Sud,200069060,CC
1662,CC du Sud Territoire,249000241,CC
1663,SM pour la collecte et le traitement des ordures ménagères de la zone sous-vosgienne,200075133,SMF
1664,SM d'études et de réalisation pour le traitement intercommunal des déchets,259000735,SMF
1665,CA Etampois Sud Essonne,200017846,CA
1666,CA Communauté Paris-Saclay,200056232,CA
1667,CA Coeur d'Essonne Agglomération,200057859,CA
1668,CA Val d'Yerres Val de Seine,200058477,CA
1669,CA Grand Paris Sud Seine Essonne Sénart,200059228,CA
1670,CC du Pays de Limours (CCPL),249100074,CC
1671,CC des 2 Vallées,249100157,CC
1672,CC du Val d'Essonne (CCVE),249100546,CC
1673,CC Entre Juine et Renarde (CCEJR),249100553,CC
1674,CC le Dourdannais en Hurepoix (CCDH),249100595,CC
1675,SM des ordures ménagères de la vallée de Chevreuse,200062321,SMF
1676,SIRTOM du Sud-Francilien,200066959,SMF
1677,"Syndicat pour l'innovation, le recyclage et l'énergie par les déchets et ordures ménagères (SIREDOM) - Agence Sud Francilienne pour l'énergie, les déchets et l'environnement",200077832,SMF
1678,SM Massy-Antony-Hauts-de-Bièvre pour le chauffage urbain et le traitement des résidus ménagers (SIMACUR),259100741,SMF
1679,SM d'élimination des déchets de la région d'Etampes (SEDRE),259101988,SMF
1680,SM de la vallée de l'Yerres et des Sénarts,259102705,SMF
1681,Vallée Sud-Grand Paris,200057966,EPT
1682,Grand Paris Seine Ouest,200057974,EPT
1683,Paris Ouest La Défense,200057982,EPT
1684,Boucle Nord de Seine,200057990,EPT
1685,Plaine Commune,200057867,EPT
1686,Est Ensemble,200057875,EPT
1687,Paris Terres d'Envol,200058097,EPT
1688,Grand Paris Grand Est,200058790,EPT
1689,SM de traitement des déchets urbains du Val-de-Marne (SMITDUVM),259400992,SMF
1690,#ParisEstMarne&Bois,200057941,EPT
1691,Grand Paris Sud Est Avenir,200058006,EPT
1692,Grand-Orly Seine Bièvre,200058014,EPT
1693,CA Roissy Pays de France,200055655,CA
1694,CA Plaine Vallée,200056380,CA
1695,CA Val Parisis,200058485,CA
1696,CA de Cergy-Pontoise,249500109,CA
1697,CC Vexin Centre,200035970,CC
1698,CC Carnelle Pays-de-France,200073013,CC
1699,CC Sausseron Impressionnistes,249500430,CC
1700,CC de la Vallée de l'Oise et des Trois Forêts,249500455,CC
1701,CC du Haut Val d'Oise,249500489,CC
1702,CC du Vexin-Val de Seine,249500513,CC
1703,SM pour la valorisation des déchets ménagers dénommé Azur,259500023,SMF
1704,SM pour la collecte et le traitement des ordures ménagères de la région de L'Isle-Adam (SICTOMIA) ,259500288,SMF
1705,SM Tri-Action,259501211,SMF
1706,SM de ramassage et de traitement des ordures ménagères du Vexin (SMIRTOM du Vexin),259501252,SMF
1707,SM pour la gestion et l'incinération des déchets urbains de la région de Sarcelles  (SIGIDURS),259502086,SMF
1708,SM pour la collecte et le traitement des déchets de la vallée de Montmorency dénommé Syndicat Émeraude,259502367,SMF
1709,CA CAP Excellence,200018653,CA
1710,CA La Riviéra du Levant,200041507,CA
1711,CA du Nord Grande Terre,200044691,CA
1712,CA du Nord Basse-Terre,249710062,CA
1713,CA Grand Sud Caraïbe,249710070,CA
1714,CC de Marie-Galante,249710047,CC
1715,Syndicat de valorisation des déchets,200044709,SMO
1716,SM d'Innovation et de Valorisation de Guadeloupe (SINNOVAL Guadeloupe),200095834,SMO
1717,CA du Pays Nord Martinique,200041788,CA
1718,CA de l'Espace Sud de la Martinique,249720053,CA
1719,CA du Centre de la Martinique,249720061,CA
1720,Syndicat martiniquais pour le traitement et la valorisation des déchets,259720084,SMF
1721,CA du Centre Littoral,249730045,CA
1722,CC des Savanes,200027548,CC
1723,CC de l'Ouest Guyanais,249730037,CC
1724,CC de l'Est Guyanais,249730052,CC
1725,CA CIVIS (Communauté Intercommunale des Villes Solidaires),249740077,CA
1726,CA du Sud,249740085,CA
1727,CA Intercommunale de la Réunion Est (CIREST),249740093,CA
1728,CA Territoire de la Côte Ouest (TCO),249740101,CA
1729,CA Intercommunale du Nord de la Réunion (CINOR),249740119,CA
1730,SM de traitement des déchets des microrégions Sud et Ouest de La Réunion,200045342,SMO
1731,SM de traitement des déchets des microrégions Nord et Est de la Réunion,200050052,SMO
1732,CA de Dembeni / Mamoudzou,200060457,CA
1733,CA du Grand Nord de Mayotte,200060465,CA
1734,CC de Petite-Terre,200050532,CC
1735,CC du Centre-Ouest,200059871,CC
1736,CC du Sud,200060473,CC
1737,SI d'élimination et de valorisation des déchets de Mayotte,200089886,SMF
